,Alcaldia,Colonia,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Cocina_equip,Gimnasio,Amueblado,Alberca,Terraza,Elevador,m2_construido,Baños,Recamaras,Lugares_estac,Precio_m2,Cluster Labels,Conglomerados,NivelSocioEconomico
119,Gustavo A. Madero,El Arbolillo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,63,1,3,0,870,2,MedioBajo,Medio
120,Gustavo A. Madero,Vasco de Quiroga,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,60,1,2,1,629.384,2,MedioBajo,Medio
121,Gustavo A. Madero,Loma la Palma,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,64,1,2,1,950,2,MedioBajo,Medio
122,Tlahuac,Las arboledas ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,58,1,2,1,990,2,MedioBajo,Medio
123,Cuajimalpa,Bosques de Abetos,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,195,2.5,2,2,11200,3,AltoBajo,Alto
124,Iztapalapa,Guadalupe del Moral,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,76,1,2,1,1750,2,MedioBajo,Medio
125,Alvaro Obregon,Las aguilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,122,3,2,2,7500,1,MedioAlto,Medio
126,Iztapalapa,Chinampac,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,65,1,2,1,800,2,MedioBajo,Medio
127,Xochimilco,La Noria,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,1,0,0,1,0,55,1,2,1,1600,2,MedioBajo,Medio
128,Cuahtemoc,Juárez,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,1,0,1,1,1,85,1,1,1,5950,1,MedioAlto,Medio
129,Gustavo A. Madero,El Arbolillo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,46,1,2,1,357.6,2,MedioBajo,Medio
130,Cuahtemoc,San Rafael,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,85,2,2,1,3323,1,MedioAlto,Medio
131,Azcapotzalco,Aquiles Serdán,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,1,1,71,2,2,1,2250,2,MedioBajo,Medio
132,Tlahuac,Santa Cecilia ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,60,1,2,1,1145,2,MedioBajo,Medio
133,Coyoacan,Pedregal de Santa Ursula,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,134,2,2,1,3200,1,MedioAlto,Medio
134,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,180,2,3,2,11850,3,AltoBajo,Alto
135,Coyoacan,San Diego Churubusco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,1,65,2,2,1,3148,1,MedioAlto,Medio
136,Iztapalapa,San Nicolás Tolentino,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,58,1,2,1,1060,2,MedioBajo,Medio
137,Tlahuac,Los olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,44,1,2,1,695,2,MedioBajo,Medio
138,Cuahtemoc,San Rafael,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,63,2,2,1,3381,1,MedioAlto,Medio
139,Benito Juárez,Nativitas,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,60,2,2,1,2351,2,MedioBajo,Medio
140,Gustavo A. Madero,San Felipe de Jesús,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,1,3,1,1380,2,MedioBajo,Medio
141,Iztapalapa,Unidad Vicente Guerrero,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,0,0,0,0,0,0,73,1,3,1,1290,2,MedioBajo,Medio
142,Coyoacan,Viveros de Coyoacan,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,0,1,136,2,3,1,4350,1,MedioAlto,Medio
143,Tlahuac,La Nopalera,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,74,1,3,1,1537.806,2,MedioBajo,Medio
144,Iztapalapa,Albarrada,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,61,1,2,1,547,2,MedioBajo,Medio
145,Tlalpan,Héroes de Padierna,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,85,2,3,1,1845,2,MedioBajo,Medio
146,Gustavo A. Madero,Guadalupe Tepeyac,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,54,1,2,1,780,2,MedioBajo,Medio
147,Azcapotzalco,San Martin Xochinahuac,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,0,65,1,2,1,1290,2,MedioBajo,Medio
148,Iztacalco,Viaducto Piedad,1.131622927,4.465611975,41.42211791,16.97443716,26.9715019,2.917394265,0.073497157,0.051385442,7.678413919,39.09502462,1,0,0,0,1,1,71,2,2,1,1410,2,MedioBajo,Medio
149,Azcapotzalco,San Alvaro,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,79,1,2,1,2990,1,MedioAlto,Medio
150,Iztapalapa,Tecoloxtitlan,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,49,1,2,1,1100,2,MedioBajo,Medio
151,Alvaro Obregon,Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,129,2,2,2,9292,3,AltoBajo,Alto
152,Gustavo A. Madero,Jorge Negrete,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,1,2,1,404.348,2,MedioBajo,Medio
153,La Magdalena Contreras,San Jerónimo Líndice,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,286,4,3,3,8190,1,MedioAlto,Medio
154,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,41,1,2,1,360,2,MedioBajo,Medio
155,Tlahuac,La draga,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,48,1,2,0,750,2,MedioBajo,Medio
156,Benito Juárez,Del Valle,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,71,2,2,1,4071.45,1,MedioAlto,Medio
157,Alvaro Obregon,Jardines del Pedregal,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,0,0,0,1,1,193,3,3,3,14500,3,AltoBajo,Alto
158,Cuahtemoc,Condesa,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,0,0,0,0,0,0,62,1,1,0,3950,1,MedioAlto,Medio
159,Tlahuac,Miguel Hidalgo ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,60,2,2,1,1550,2,MedioBajo,Medio
160,Venustiano Carranza,Magdalena Mixiuhca,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,80,1,2,0,640,2,MedioBajo,Medio
161,Coyoacan,Culhuacán,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,0,66,1,2,1,1520,2,MedioBajo,Medio
162,Iztapalapa,Consejo Agrarista,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,70,1,3,1,1043,2,MedioBajo,Medio
163,Tlalpan,Coapa,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,78,1,3,1,2359.999,2,MedioBajo,Medio
164,Gustavo A. Madero,El Arbolillo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,45,1,2,0,657.58,2,MedioBajo,Medio
165,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,1,0,0,0,69,1,3,1,1690,2,MedioBajo,Medio
166,Tlalpan,San Nicolás,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,71,2,2,1,1918.08,2,MedioBajo,Medio
167,Iztapalapa,Ejercito de Agua Prieta,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,54,1,2,1,570,2,MedioBajo,Medio
168,Tlahuac,Zapotitla ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,65,1,3,1,1150,2,MedioBajo,Medio
169,Cuajimalpa,Lomas de Vista Hermosa,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,0,0,1,220,2,3,2,10700,3,AltoBajo,Alto
170,Iztapalapa,San Miguel,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,76,1,2,1,1400,2,MedioBajo,Medio
171,Alvaro Obregon,Cañada,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,77,2,2,2,3900,1,MedioAlto,Medio
172,Tlahuac,Del Mar del Mar ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,56,1,2,1,850,2,MedioBajo,Medio
173,Cuahtemoc,Centro,0.903102939,6.775808669,42.08900539,12.23355674,26.82689384,1.703202069,0.10980282,0.047522468,6.214708064,30.68072239,1,0,0,0,1,1,174,2,3,1,6950,1,MedioAlto,Medio
174,Gustavo A. Madero,La Esmeralda,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,60,1,2,1,685,2,MedioBajo,Medio
175,Azcapotzalco,San Juan Tlihuaca,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,0,0,1,1,60,1,2,2,1500,2,MedioBajo,Medio
176,Azcapotzalco,Pasteros,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,1,1,1,1,1,60,2,3,1,2130.886,2,MedioBajo,Medio
177,Milpa alta,Rojo Gómez ,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,1,0,0,0,0,0,50,1,2,1,149.5,2,MedioBajo,Medio
178,Cuajimalpa,Santa Fe,1.550908649,5.758376509,44.36011892,18.8977341,24.41593758,4.172703474,0.428649601,0.061151295,6.675828044,39.64775501,1,1,0,1,1,1,190,2,3,2,895,2,MedioBajo,Medio
179,Tlahuac,Los olivos,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,60,1,2,1,509.12,2,MedioBajo,Medio
180,Benito Juárez,Narvarte,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,95,2,3,2,5524,1,MedioAlto,Medio
181,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,1,1,1,172,2,3,2,15118,3,AltoBajo,Alto
182,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,139,2,2,2,9910,3,AltoBajo,Alto
183,Tlahuac,La nopalera,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,65,1,2,1,353.8,2,MedioBajo,Medio
184,Alvaro Obregon,Las águilas,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,235,3,3,3,10200,3,AltoBajo,Alto
185,Iztapalapa,Trinidad Guerrero,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,52,1,2,1,899,2,MedioBajo,Medio
186,Tlahuac,La turba ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,64,1,3,1,1155,2,MedioBajo,Medio
187,Gustavo A. Madero,Tepeyac Insurgentes,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,65,2,2,1,802.963,2,MedioBajo,Medio
188,Tlahuac,La nopalera ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,73,1,3,1,1537.806,2,MedioBajo,Medio
189,Gustavo A. Madero,Santiago Atepetlac,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,0,0,0,0,1,0,60,1,2,1,308.285,2,MedioBajo,Medio
190,Gustavo A. Madero,San José Ticomán,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,57,1,2,0,750,2,MedioBajo,Medio
191,Xochimilco,La Noria,2.300547234,4.569400517,46.6843621,21.301165,32.13841053,6.805506663,10.2097709,0.172422716,8.252036123,50.05516279,1,0,0,0,1,0,78,2,3,1,2730,1,MedioAlto,Medio
192,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,80,2,2,2,5434.28,1,MedioAlto,Medio
193,Iztapalapa,Los Reyes Culhuacán,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,68,1,2,1,1720,2,MedioBajo,Medio
194,Azcapotzalco,San Pedro Xalpa,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,60,1,2,1,1700,2,MedioBajo,Medio
195,Iztapalapa,Cerro de la estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,1,0,0,0,51,1,2,1,450,2,MedioBajo,Medio
196,Gustavo A. Madero,El Arbolillo,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,80,1,2,2,791.528,2,MedioBajo,Medio
197,Alvaro Obregon,Villa Verdun ,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,110,3,3,3,4522.191,1,MedioAlto,Medio
198,Iztapalapa,Lomas Estrella,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,64,1,2,1,1650,2,MedioBajo,Medio
199,Tlalpan,Héroes de Padierna,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,1,210,3,3,3,5252,1,MedioAlto,Medio
200,Coyoacan,Churubusco,0.771833742,4.983508537,32.91477099,10.97406485,24.5511088,1.695343039,0.048384471,0.030823144,5.469806583,25.71402305,1,0,0,0,1,0,85,1,2,1,2600,1,MedioAlto,Medio
201,Iztapalapa,Política,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,63,1,2,1,1500,2,MedioBajo,Medio
202,Gustavo A. Madero,El Risco,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,1,60,1,2,1,737.354,2,MedioBajo,Medio
203,Tlahuac,Las arboledas,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,49,1,2,1,700,2,MedioBajo,Medio
204,Miguel Hidalgo,Lomas de Bezares,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,250,4,3,3,15000,3,AltoBajo,Alto
205,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,0,300,3,3,3,25000,0,AltoAlto,Alto
206,Tlahuac,Zapotitla ,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,1,0,0,0,0,0,48,1,2,1,850,2,MedioBajo,Medio
207,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,146,2,2,2,8500,1,MedioAlto,Medio
208,Alvaro Obregon,San Angel,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,1,1,53,1,1,1,3010,1,MedioAlto,Medio
209,Azcapotzalco,San pedro Xalpa,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,70,1,2,1,2000,2,MedioBajo,Medio
210,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,320,5,3,4,34900,0,AltoAlto,Alto
211,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,0,0,1,91,2,2,2,4160,1,MedioAlto,Medio
212,Azcapotzalco,Tecpan,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,0,83,2,2,2,1980,2,MedioBajo,Medio
213,Alvaro Obregon,Santa Fe,1.339167466,5.683629831,42.85247393,17.83120804,23.73768817,3.189615113,0.282936656,0.026174133,6.976225541,36.60403866,1,1,0,1,1,1,166,2,3,3,8900,3,AltoBajo,Alto
214,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,1,1,1,472,3,3,4,23609.25,0,AltoAlto,Alto
215,Tlalpan,Lomas del Pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,173,2,2,3,3800,1,MedioAlto,Medio
216,Venustiano Carranza,Federal,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,1,54,1,2,0,395,2,MedioBajo,Medio
217,Milpa alta,Delegación política milpa alta ,2.799420544,3.813899498,51.22951437,23.45615717,30.32311029,8.532997867,6.465903091,0.227029432,13.05936402,63.96923938,0,0,0,0,0,0,65,1,2,1,290.598,2,MedioBajo,Medio
218,Venustiano Carranza,Arenal Puerto Aéreo,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,49,1,2,2,780,2,MedioBajo,Medio
219,Miguel Hidalgo,Lomas de Chapultepec,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,253,3,3,2,13900,3,AltoBajo,Alto
220,Tlalpan,Fuentes del pedregal,1.394145868,4.602689024,40.26138524,16.53082059,27.88269774,3.714119071,3.909596219,0.07706095,6.224293847,36.76328842,1,1,0,0,1,0,115,3,3,3,4375,1,MedioAlto,Medio
221,Gustavo A. Madero,Tres Estrellas,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,58,1,2,0,830,2,MedioBajo,Medio
222,Tlahuac,Las arboledas,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,48,1,2,1,1100,2,MedioBajo,Medio
223,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,1,0,80,1,3,1,1190,2,MedioBajo,Medio
224,Benito Juárez,Tlalpan Josefa Ortiz de Domínguez,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,1,0,0,1,1,67,2,2,1,2831.899,1,MedioAlto,Medio
225,Miguel Hidalgo,Granada,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,1,0,1,1,1,134,2,3,3,12500,3,AltoBajo,Alto
226,Venustiano Carranza,Puebla,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,52,1,2,1,958,2,MedioBajo,Medio
227,Benito Juárez,Del Valle,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,0,106,2.5,3,2,6224,1,MedioAlto,Medio
228,Azcapotzalco,Xochinahuac,0.962085555,5.968981133,38.9928995,15.50142067,20.60839823,1.83178199,0.458096977,0.03128955,7.574512784,35.21970538,1,0,0,0,0,1,57,1,2,1,1380,2,MedioBajo,Medio
229,Iztapalapa,Unidad Vicente Guerrero,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,0,0,0,0,0,86,1,2,1,891,2,MedioBajo,Medio
230,Gustavo A. Madero,San Juan de Aragón,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,80,1,2,1,565,2,MedioBajo,Medio
231,Iztapalapa,Tepalcates,1.857685118,5.622804973,47.82131159,21.69379967,32.20292505,4.541025503,0.705162313,0.167437985,9.555907492,50.08134928,1,1,0,0,1,1,67,2,3,1,1747.503,2,MedioBajo,Medio
232,Gustavo A. Madero,Martín Carrera,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,1,0,55,1,2,1,968,2,MedioBajo,Medio
233,Gustavo A. Madero,Tepeyac Insurgentes,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,1,75,1.5,3,1,860.657,2,MedioBajo,Medio
234,Tlahuac,Villa Centroamericana,1.536913337,4.49549339,46.56212056,20.04845108,26.77807249,5.035623674,0.957674682,0.096288565,9.610346519,52.74994473,0,0,0,0,0,0,51,1,2,1,1114.8,2,MedioBajo,Medio
235,Miguel Hidalgo,Polanco,0.611027409,5.569241584,35.5429182,10.4994843,18.45722734,1.058462729,0.068490591,0.026193904,4.49714015,20.12386776,1,0,0,0,1,1,139,4,2,1,13295.263,3,AltoBajo,Alto
236,Benito Juárez,General Pedro Maria Anaya,0.351537719,6.230001723,31.69590681,6.071808901,20.07138209,0.476854065,0.025016823,0.019991669,3.169090089,15.14962654,1,0,0,0,1,1,70,1,1,1,2900,1,MedioAlto,Medio
237,Gustavo A. Madero,Zona Escolar,1.399837678,4.985392208,40.21470855,18.20506477,25.42147819,2.923867139,0.295210496,0.048856571,9.532578887,43.85910774,1,0,0,0,0,0,69,2,2,1,219.99,2,MedioBajo,Medio
238,Venustiano Carranza,Lorenzo Boturini,1.024372742,6.37400969,43.62497337,16.35122504,28.24529055,2.280092264,0.055234173,0.03580462,8.154876925,39.08365943,1,0,0,0,0,0,60,1,2,1,521,2,MedioBajo,Medio
